id,review_date,title,review_text,product_category,user_country,verified_purchase,price,discount,rating,helpful_votes,total_votes,sentiment
10368,2023-08-04,Okay Item,Good but could be better. Rating: 3/5 😊,Electronics,Germany,True,100.58,0.23,3,8,14,neutral
10369,2024-02-13,Okay Item,Highly  recommend  this  product.  Rating:  4/5,Books,Australia,False,40.63,0.29,4,8,9,positive
10370,2021-10-12,Great Product,"I love this product, will buy again. Rating: 5/5!!!",Toys,India,True,72.25,0.36,5,5,12,positive
10371,2020-08-31,Bad Purchase,,Clothing,Canada,True,76.61,0.04,5,4,7,positive
10372,2020-03-21,Bad Purchase,Good but could be better. Rating: 5/5 😊,Toys,Germany,True,-33.45,0.2,5,5,15,positive
10373,2019-08-09,, Decent product for the price. Rating: 3/5 ,Electronics,India,True,27.34,0.11,3,7,16,neutral
10374,2023-04-28,Okay Item, Not worth the money at all. Rating: 5/5 ,Beauty,Singapore,False,41.13,0.28,5,3,13,positive
10375,2024-05-22,Bad Purchase,"I  love  this  product,  will  buy  again.  Rating:  4/5",Toys,India,False,-0.04,0.24,4,5,12,positive
10376,2024-01-02,,"Average item, nothing special. Rating: 3/5 😊",Beauty,Australia,True,39.57,0.11,3,6,20,neutral
10377,2022-11-02,,"Terrible build quality, broke quickly. Rating: 4/5???",Sports,Australia,False,18.44,0.17,4,5,11,positive
10378,2023-07-02,Bad Purchase,Decent product for the price. Rating: 1/5 😊,Clothing,Germany,False,53.89,0.48,1,7,15,negative
10379,2022-07-13,,Good but could be better. Rating: 2/5 😊,Home,Germany,True,39.3,0.48,2,9,11,negative
10380,2019-04-05,Bad Purchase,,Toys,Germany,True,,0.24,5,5,16,positive
10381,2019-09-19,Okay Item,This  product  is  amazing  and  works  perfectly.  Rating:  4/5,Sports,UK,True,55.26,0.36,4,10,23,positive
10382,2024-01-23,Best Buy,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 3/5,Electronics,India,True,19.06,0.18,3,5,13,neutral
10383,2021-06-15,Bad Purchase," I love this product, will buy again. Rating: 4/5 ",Beauty,UK,True,56.77,0.16,4,13,25,positive
10384,2021-12-30,Okay Item,This product is amazing and works perfectly. Rating: 5/5???,Home,Australia,True,33.18,0.2,5,4,11,positive
10385,2024-05-31,Bad Purchase,Excellent  performance  and  great  value.  Rating:  4/5,Clothing,Singapore,False,74.13,0.08,4,4,15,positive
10386,2019-08-07,Okay Item, Not worth the money at all. Rating: 3/5 ,Beauty,Germany,True,51.66,0.01,3,9,16,neutral
10387,2023-04-06,Great Product,Not worth the money at all. Rating: 2/5???,Home,Singapore,True,25.27,0.3,2,5,18,negative
10388,2019-04-02,Worth It,Very  bad  quality  and  disappointing  experience.  Rating:  3/5,Electronics,USA,True,51.74,0.35,3,7,7,neutral
10389,2019-05-07,Bad Purchase,Decent product for the price. Rating: 5/5 😊,Home,Singapore,True,65.77,0.05,5,3,16,positive
10390,2019-03-21,Best Buy,Not worth the money at all. Rating: 3/5???,Beauty,Singapore,True,57.79,0.02,3,8,15,neutral
10391,2024-01-22,Great Product,Highly recommend this product. Rating: 4/5!!!,Electronics,Canada,True,,0.14,4,2,6,positive
10392,2022-06-15,Great Product,"I LOVE THIS PRODUCT, WILL BUY AGAIN. RATING: 4/5",Beauty,Canada,True,86.83,0.49,4,4,12,positive
10393,2021-09-09,Bad Purchase,NOT WORTH THE MONEY AT ALL. RATING: 5/5,Electronics,Canada,True,74.81,0.34,5,3,14,positive
10394,2022-10-27,Bad Purchase,VERY BAD QUALITY AND DISAPPOINTING EXPERIENCE. RATING: 4/5,Books,Singapore,True,51.65,0.25,4,6,11,positive
10395,2021-07-04,Bad Purchase,"Average item, nothing special. Rating: 4/5!!!",Beauty,India,True,71.63,0.23,4,8,9,positive
10396,2020-04-30,Worth It,"Average item, nothing special. Rating: 3/5???",Books,Singapore,True,51.11,0.24,3,6,6,neutral
10397,2020-11-24,Great Product,Not worth the money at all. Rating: 1/5!!!,Toys,UK,True,,0.03,1,3,8,negative
10398,2019-01-25,Okay Item,"Terrible build quality, broke quickly. Rating: 5/5???",Clothing,UK,True,27.22,0.31,5,4,15,positive
10399,2019-06-05,Great Product, Not worth the money at all. Rating: 5/5 ,Toys,Germany,True,22.52,0.21,5,5,12,positive
10400,2023-03-21,Okay Item,"I love this product, will buy again. Rating: 5/5???",Electronics,Germany,True,31.38,0.21,5,5,9,positive
10401,2020-09-23,Best Buy,Very bad quality and disappointing experience. Rating: 5/5???,Beauty,Canada,True,8.15,0.5,5,0,12,positive
10402,2023-12-18,Okay Item,"I love this product, will buy again. Rating: 5/5???",Clothing,USA,False,62.6,0.23,5,6,8,positive
10403,2023-04-03,Worth It, Very bad quality and disappointing experience. Rating: 4/5 ,Clothing,Canada,False,71.79,0.25,4,4,14,positive
10404,2024-05-20,Worth It," I love this product, will buy again. Rating: 5/5 ",Home,,False,9.62,0.26,5,5,14,positive
10405,2023-09-30,Okay Item, Highly recommend this product. Rating: 4/5 ,Books,Germany,True,52.79,0.21,4,7,14,positive
10406,2021-12-16,Great Product,Highly recommend this product. Rating: 2/5 😊,Beauty,Singapore,True,48.33,0.09,2,6,19,negative
10407,2023-06-17,Okay Item,,Electronics,UK,True,102.32,0.24,3,4,8,neutral
10408,2019-01-19,Bad Purchase,Good but could be better. Rating: 5/5!!!,Toys,India,True,54.59,0.02,5,3,16,positive
10409,2022-11-08,Great Product,"Average item, nothing special. Rating: 3/5 😊",Toys,UK,True,56.86,0.25,3,7,19,neutral
10410,2024-03-03,Worth It,This  product  is  amazing  and  works  perfectly.  Rating:  5/5,Electronics,USA,True,43.41,0.32,5,4,16,positive
10411,2022-05-01,Worth It,Decent product for the price. Rating: 1/5!!!,Electronics,Germany,True,41.77,0.1,1,8,14,negative
10412,2019-08-25,Okay Item,,Sports,USA,True,-3.66,0.11,3,8,12,neutral
10413,2022-11-11,Okay Item,"Terrible build quality, broke quickly. Rating: 3/5!!!",Toys,Germany,False,79.37,0.23,3,1,13,neutral
10414,2022-12-20,,"I love this product, will buy again. Rating: 1/5!!!",Home,Singapore,True,206.1,0.05,1,8,17,negative
10415,2019-10-04,Best Buy,DECENT PRODUCT FOR THE PRICE. RATING: 2/5,Toys,Australia,True,185.10000000000002,0.38,2,4,17,negative
10416,2022-06-04,Bad Purchase,Very bad quality and disappointing experience. Rating: 2/5 😊,Clothing,Australia,False,48.23,0.37,2,3,10,negative
10417,2021-01-14,Great Product,"I love this product, will buy again. Rating: 5/5???",Home,India,True,34.57,0.42,5,3,14,positive
10418,2020-07-05,Worth It,NOT WORTH THE MONEY AT ALL. RATING: 1/5,Home,Australia,True,21.32,0.3,1,6,19,negative
10419,2022-09-08,Bad Purchase," Average item, nothing special. Rating: 3/5 ",Clothing,Australia,True,14.01,0.44,3,5,5,neutral
10420,2022-03-22,Great Product,,Clothing,USA,False,77.61,0.18,1,4,11,negative
10421,2020-09-30,Best Buy,,Toys,Germany,True,,0.47,4,9,21,positive
10422,2019-08-25,Worth It,VERY BAD QUALITY AND DISAPPOINTING EXPERIENCE. RATING: 4/5,Home,Singapore,True,71.69,0.17,4,6,20,positive
10423,2021-09-24,Great Product,This product is amazing and works perfectly. Rating: 4/5???,Sports,USA,False,,0.31,4,4,12,positive
10424,2019-02-24,Okay Item,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 3/5,Beauty,India,True,60.72,0.15,3,6,19,neutral
10425,2022-12-30,Great Product, Decent product for the price. Rating: 2/5 ,Beauty,Canada,True,57.02,0.42,2,5,13,negative
10426,2020-11-14,Great Product,This  product  is  amazing  and  works  perfectly.  Rating:  4/5,Sports,USA,True,73.78,0.29,4,6,13,positive
10427,2019-04-19,Worth It,,Toys,UK,False,91.37,0.45,5,2,12,positive
10428,2024-03-04,Bad Purchase,Good  but  could  be  better.  Rating:  2/5,Sports,Germany,False,72.89,0.35,2,4,15,negative
10429,2022-04-22,Worth It," Average item, nothing special. Rating: 4/5 ",Books,USA,False,77.72,0.13,4,5,5,positive
10430,2024-05-28,Best Buy," I love this product, will buy again. Rating: 2/5 ",Books,UK,True,9.3,0.26,2,4,15,negative
10431,2022-10-23,Worth It,,Sports,Canada,True,37.08,0.26,2,3,17,negative
10432,2022-05-06,Best Buy,"Average  item,  nothing  special.  Rating:  4/5",Sports,Singapore,True,47.7,0.03,4,7,20,positive
10433,2022-10-26,Okay Item,Excellent performance and great value. Rating: 4/5 😊,Home,Germany,True,-7.38,0.4,4,5,12,positive
10434,2020-01-08,Bad Purchase,,Books,Australia,True,35.05,0.43,2,7,18,negative
10435,2021-08-30,,Very bad quality and disappointing experience. Rating: 3/5 😊,Clothing,Canada,True,43.44,0.49,3,5,13,neutral
10436,2023-03-01,Best Buy, Highly recommend this product. Rating: 5/5 ,Books,India,False,59.81,0.44,5,6,12,positive
10437,2023-06-11,Okay Item,Very bad quality and disappointing experience. Rating: 5/5 😊,Books,UK,False,31.2,0.26,5,10,14,positive
10438,2019-07-20,Best Buy,Excellent performance and great value. Rating: 5/5???,Sports,UK,True,36.82,0.24,5,6,13,positive
10439,2021-04-28,Okay Item,Highly recommend this product. Rating: 4/5???,Toys,UK,True,85.39,0.27,4,6,11,positive
10440,2020-05-23,Bad Purchase,"Average item, nothing special. Rating: 4/5???",Toys,Canada,True,42.43,0.07,4,7,9,positive
10441,2022-09-07,Bad Purchase,DECENT PRODUCT FOR THE PRICE. RATING: 3/5,Toys,Singapore,True,30.75,0.27,3,8,14,neutral
10442,2019-10-02,Bad Purchase, Very bad quality and disappointing experience. Rating: 1/5 ,Electronics,UK,False,0.02,0.06,1,2,6,negative
10443,2019-07-30,Worth It, Highly recommend this product. Rating: 3/5 ,Clothing,,True,69.79,0.3,3,10,19,neutral
10444,2020-05-18,Bad Purchase,,Electronics,India,False,,0.33,4,8,22,positive
10445,2024-04-10,Best Buy," Average item, nothing special. Rating: 3/5 ",Electronics,India,True,-14.85,0.44,3,8,16,neutral
10446,2022-02-15,,"Terrible build quality, broke quickly. Rating: 5/5 😊",Books,India,True,58.85,0.16,5,10,20,positive
10447,2020-12-03,Okay Item,Decent product for the price. Rating: 2/5???,Home,Germany,True,34.02,0.22,2,3,9,negative
10448,2023-04-27,Great Product,Decent product for the price. Rating: 3/5 😊,Clothing,USA,False,45.56,0.03,3,9,19,neutral
10449,2019-02-11,Bad Purchase,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 2/5,Clothing,Germany,True,75.24,0.3,2,6,9,negative
10450,2019-11-11,Okay Item,This  product  is  amazing  and  works  perfectly.  Rating:  3/5,Electronics,Singapore,True,66.24,0.16,3,7,13,neutral
10451,2021-02-26,Worth It,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 1/5,Clothing,Australia,True,69.55,0.08,1,4,17,negative
10452,2019-11-25,Worth It,HIGHLY RECOMMEND THIS PRODUCT. RATING: 3/5,Home,USA,True,87.54,0.35,3,4,14,neutral
10453,2021-11-06,,Very  bad  quality  and  disappointing  experience.  Rating:  3/5,Books,USA,True,45.42,0.47,3,4,11,neutral
10454,2019-10-10,Worth It,Good but could be better. Rating: 4/5 😊,Sports,USA,True,88.71,0.39,4,4,13,positive
10455,2021-07-31,Okay Item,,Home,Germany,True,40.75,0.21,4,6,18,positive
10456,2019-09-15,Bad Purchase, Very bad quality and disappointing experience. Rating: 3/5 ,Electronics,USA,True,24.45,0.37,3,3,9,neutral
10457,2020-07-28,Bad Purchase,This product is amazing and works perfectly. Rating: 4/5???,Sports,Singapore,True,67.98,0.11,4,8,16,positive
10458,2020-07-27,Okay Item,Excellent performance and great value. Rating: 4/5 😊,Toys,Singapore,True,31.37,0.36,4,6,14,positive
10459,2020-09-03,Best Buy, Excellent performance and great value. Rating: 3/5 ,Clothing,India,True,,0.33,3,6,13,neutral
10460,2021-11-08,Great Product,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 5/5,Home,UK,True,-19.04,0.01,5,3,6,positive
10461,2023-04-02,Great Product,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 4/5,Toys,Australia,True,45.9,0.49,4,5,12,positive
10462,2021-04-16,Best Buy,"I LOVE THIS PRODUCT, WILL BUY AGAIN. RATING: 3/5",Home,India,False,22.95,0.46,3,2,10,neutral
10463,2020-02-27,Bad Purchase,"I  love  this  product,  will  buy  again.  Rating:  5/5",Beauty,USA,True,40.35,0.35,5,6,6,positive
10464,2023-01-29,Okay Item,Very  bad  quality  and  disappointing  experience.  Rating:  5/5,Sports,Canada,True,75.68,0.02,5,4,18,positive
10465,2022-10-28,Great Product,GOOD BUT COULD BE BETTER. RATING: 5/5,Toys,India,True,87.68,0.41,5,6,6,positive
10466,2021-01-27,Great Product,"Average  item,  nothing  special.  Rating:  4/5",Toys,India,False,15.95,0.2,4,1,5,positive
10467,2021-02-01,Bad Purchase,Decent  product  for  the  price.  Rating:  3/5,Beauty,India,False,69.28,0.05,3,7,11,neutral
10468,2024-06-13,Worth It,"Terrible build quality, broke quickly. Rating: 3/5???",Toys,India,False,73.44,0.23,3,9,10,neutral
10469,2022-01-09,Best Buy,Very bad quality and disappointing experience. Rating: 4/5 😊,Home,,True,3.28,0.11,4,5,16,positive
10470,2023-04-24,Best Buy,"I love this product, will buy again. Rating: 5/5!!!",Clothing,USA,False,70.9,0.34,5,2,15,positive
10471,2023-04-21,Bad Purchase,This  product  is  amazing  and  works  perfectly.  Rating:  4/5,Home,Canada,True,-12.07,0.3,4,4,12,positive
10472,2020-02-28,Bad Purchase,This product is amazing and works perfectly. Rating: 5/5 😊,Home,USA,False,66.73,0.4,5,4,8,positive
10473,2020-03-04,Okay Item, Not worth the money at all. Rating: 3/5 ,Beauty,UK,False,84.93,0.16,3,6,9,neutral
10474,2022-11-12,Okay Item,Very bad quality and disappointing experience. Rating: 3/5!!!,Electronics,Canada,True,70.15,0.17,3,4,8,neutral
10475,2024-04-28,Best Buy,Highly recommend this product. Rating: 5/5!!!,Sports,Canada,True,32.85,0.06,5,4,5,positive
10476,2023-09-29,Great Product,This  product  is  amazing  and  works  perfectly.  Rating:  5/5,Books,USA,True,49.99,0.09,5,5,8,positive
10477,2023-08-21,Okay Item,Decent product for the price. Rating: 5/5!!!,Books,India,False,105.65,0.22,5,5,12,positive
10478,2019-07-23,Worth It,GOOD BUT COULD BE BETTER. RATING: 5/5,Electronics,Canada,False,73.27,0.29,5,9,9,positive
10479,2019-07-15,Okay Item,,Books,Germany,True,,0.39,3,2,14,neutral
10480,2020-12-28,Great Product," Average item, nothing special. Rating: 4/5 ",Toys,India,True,69.09,0.48,4,4,4,positive
10481,2019-10-12,,"Terrible build quality, broke quickly. Rating: 5/5???",Electronics,Australia,True,83.05,0.21,5,3,10,positive
10482,2024-06-15,Great Product,,Clothing,Germany,True,83.05,0.38,4,3,11,positive
10483,2019-07-15,Best Buy,"Terrible build quality, broke quickly. Rating: 3/5???",Toys,Canada,True,81.81,0.0,3,2,13,neutral
10484,2019-11-03,Bad Purchase,Excellent performance and great value. Rating: 3/5???,Sports,Germany,True,89.78,0.35,3,3,4,neutral
10485,2023-08-15,Okay Item,This  product  is  amazing  and  works  perfectly.  Rating:  4/5,Toys,Australia,True,120.53,0.14,4,5,11,positive
10486,2019-01-14,Best Buy,Not worth the money at all. Rating: 1/5!!!,Sports,Canada,True,88.26,0.39,1,5,14,negative
10487,2024-02-04,,Not  worth  the  money  at  all.  Rating:  4/5,Sports,Canada,True,,0.21,4,7,15,positive
10488,2022-03-15,Great Product,"Average item, nothing special. Rating: 2/5!!!",Beauty,Germany,True,54.14,0.32,2,6,15,negative
10489,2024-05-15,Great Product,Good  but  could  be  better.  Rating:  3/5,Clothing,Australia,True,68.0,0.2,3,3,4,neutral
10490,2021-12-16,Okay Item,"Average item, nothing special. Rating: 5/5!!!",Toys,USA,True,78.21,0.16,5,8,13,positive
10491,2020-12-23,Okay Item,"I love this product, will buy again. Rating: 4/5!!!",Sports,UK,True,62.86,0.33,4,7,7,positive
10492,2021-02-18,Worth It,Highly recommend this product. Rating: 5/5???,Sports,Germany,True,31.1,0.45,5,5,11,positive
10493,2022-05-18,Great Product,This product is amazing and works perfectly. Rating: 3/5???,Clothing,Singapore,True,87.05,0.41,3,7,9,neutral
10494,2020-06-12,Okay Item, Highly recommend this product. Rating: 5/5 ,Books,UK,True,49.19,0.45,5,6,9,positive
10495,2021-03-08,Great Product,,Sports,Canada,False,30.68,0.08,2,2,7,negative
10496,2019-12-10,Okay Item,,Books,UK,True,26.88,0.19,1,9,9,negative
10497,2023-10-05,Best Buy,Highly recommend this product. Rating: 5/5!!!,Books,Singapore,False,17.06,0.09,5,5,15,positive
10498,2023-06-23,Okay Item,Good but could be better. Rating: 5/5!!!,Toys,Canada,True,19.12,0.15,5,3,8,positive
10499,2022-07-26,Best Buy,,Toys,Canada,True,16.47,0.26,2,2,10,negative
10500,2019-07-28,Worth It,Good but could be better. Rating: 5/5???,Electronics,Canada,False,37.86,0.03,5,2,4,positive
10501,2020-10-02,Okay Item,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 4/5,Electronics,Canada,True,49.85,0.48,4,8,14,positive
10502,2022-09-20,Okay Item, Decent product for the price. Rating: 5/5 ,Clothing,UK,True,67.91,0.27,5,5,5,positive
10503,2022-08-04,Bad Purchase,Decent  product  for  the  price.  Rating:  4/5,Clothing,Germany,True,16.63,0.16,4,2,16,positive
10504,2019-09-09,Okay Item, Decent product for the price. Rating: 4/5 ,Home,Germany,True,57.82,0.31,4,1,6,positive
10505,2022-07-12,Best Buy, Highly recommend this product. Rating: 3/5 ,Toys,UK,True,44.69,0.46,3,8,10,neutral
10506,2019-09-28,Best Buy,GOOD BUT COULD BE BETTER. RATING: 3/5,Toys,,True,50.63,0.13,3,6,7,neutral
10507,2024-05-01,Okay Item, Excellent performance and great value. Rating: 4/5 ,Electronics,Singapore,True,45.6,0.13,4,5,17,positive
10508,2021-07-08,Worth It, Very bad quality and disappointing experience. Rating: 4/5 ,Books,Germany,True,40.65,0.12,4,5,6,positive
10509,2023-09-20,Best Buy,Decent product for the price. Rating: 1/5!!!,Beauty,USA,True,,0.11,1,5,6,negative
10510,2020-02-23,Best Buy,"I love this product, will buy again. Rating: 3/5???",Electronics,USA,True,48.31,0.45,3,5,10,neutral
10511,2023-10-16,Okay Item,"I LOVE THIS PRODUCT, WILL BUY AGAIN. RATING: 2/5",Sports,Australia,False,31.67,0.49,2,3,10,negative
10512,2021-03-05,Best Buy,"Average  item,  nothing  special.  Rating:  5/5",Toys,,True,1.0,0.13,5,5,13,positive
10513,2022-05-19,Best Buy,Excellent performance and great value. Rating: 4/5 😊,Clothing,UK,True,90.88,0.17,4,6,8,positive
10514,2022-10-20,Bad Purchase,GOOD BUT COULD BE BETTER. RATING: 5/5,Clothing,India,True,,0.5,5,5,14,positive
10515,2022-01-04,Best Buy,"Terrible build quality, broke quickly. Rating: 5/5 😊",Clothing,Singapore,True,20.1,0.14,5,7,10,positive
10516,2023-08-11,Okay Item, Not worth the money at all. Rating: 4/5 ,Books,USA,True,76.75,0.12,4,3,11,positive
10517,2022-09-06,Worth It, Decent product for the price. Rating: 5/5 ,Clothing,Canada,True,70.81,0.08,5,6,14,positive
10518,2020-12-25,Okay Item," I love this product, will buy again. Rating: 3/5 ",Toys,India,True,34.51,0.27,3,3,8,neutral
10519,2020-03-08,Best Buy,,Home,UK,True,,0.44,2,5,5,negative
10520,2019-04-19,Worth It,Excellent  performance  and  great  value.  Rating:  3/5,Toys,Singapore,False,36.11,0.22,3,2,12,neutral
10521,2020-10-02,Worth It,GOOD BUT COULD BE BETTER. RATING: 4/5,Electronics,India,False,63.76,0.22,4,3,14,positive
10522,2023-03-26,,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 5/5,Beauty,Singapore,True,123.62,0.16,5,7,19,positive
10523,2021-12-06,Great Product,,Toys,India,True,64.25,0.37,4,7,17,positive
10524,2020-01-14,Okay Item,,Sports,Singapore,True,,0.23,3,7,17,neutral
10525,2024-01-25,Bad Purchase,Good  but  could  be  better.  Rating:  4/5,Sports,UK,True,10.41,0.41,4,10,11,positive
10526,2022-01-24,Bad Purchase,"I LOVE THIS PRODUCT, WILL BUY AGAIN. RATING: 4/5",Home,UK,True,82.24,0.08,4,5,10,positive
10527,2021-08-15,Okay Item,"I love this product, will buy again. Rating: 2/5 😊",Toys,Australia,True,25.77,0.27,2,6,6,negative
10528,2019-04-13,Best Buy,"TERRIBLE BUILD QUALITY, BROKE QUICKLY. RATING: 4/5",Books,UK,False,18.18,0.47,4,6,20,positive
10529,2021-06-10,Great Product, Good but could be better. Rating: 5/5 ,Clothing,India,True,72.04,0.4,5,4,8,positive
10530,2021-05-03,Best Buy,Very bad quality and disappointing experience. Rating: 5/5 😊,Books,India,True,40.94,0.1,5,5,19,positive
10531,2022-03-15,,HIGHLY RECOMMEND THIS PRODUCT. RATING: 4/5,Books,Singapore,False,,0.17,4,3,14,positive
10532,2024-03-18,Great Product,"TERRIBLE BUILD QUALITY, BROKE QUICKLY. RATING: 3/5",Electronics,,True,101.45,0.31,3,7,21,neutral
10533,2024-05-19,Worth It,"I love this product, will buy again. Rating: 1/5!!!",Books,India,True,60.6,0.3,1,4,6,negative
10534,2024-05-05,Bad Purchase,"Average  item,  nothing  special.  Rating:  4/5",Clothing,India,True,36.74,0.3,4,5,5,positive
10535,2021-11-16,Best Buy, Good but could be better. Rating: 5/5 ,Toys,Canada,True,21.43,0.46,5,8,18,positive
10536,2023-10-22,Okay Item,Not worth the money at all. Rating: 3/5 😊,Electronics,UK,False,75.92,0.04,3,3,7,neutral
10537,2020-06-13,Bad Purchase,This product is amazing and works perfectly. Rating: 2/5???,Electronics,Singapore,True,25.59,0.46,2,7,13,negative
10538,2020-11-09,Best Buy,This product is amazing and works perfectly. Rating: 5/5!!!,Toys,USA,True,71.18,0.24,5,4,18,positive
10539,2024-05-22,Great Product,,Toys,Canada,False,43.87,0.39,5,4,9,positive
10540,2021-09-15,Bad Purchase,Very bad quality and disappointing experience. Rating: 4/5???,Toys,Germany,False,72.87,0.36,4,3,3,positive
10541,2022-01-10,Great Product,"Terrible build quality, broke quickly. Rating: 2/5???",Clothing,USA,True,73.47,0.2,2,3,12,negative
10542,2020-03-03,Best Buy,Very bad quality and disappointing experience. Rating: 2/5???,Books,India,False,71.9,0.3,2,3,3,negative
10543,2023-05-27,Great Product,Highly recommend this product. Rating: 2/5???,Toys,USA,True,-2.29,0.35,2,6,9,negative
10544,2021-04-01,Bad Purchase,Not worth the money at all. Rating: 4/5 😊,Electronics,,False,34.71,0.27,4,6,11,positive
10545,2023-02-11,Okay Item,"I LOVE THIS PRODUCT, WILL BUY AGAIN. RATING: 2/5",Clothing,Singapore,True,42.9,0.37,2,6,11,negative
10546,2023-11-25,Bad Purchase,"I love this product, will buy again. Rating: 5/5 😊",Toys,India,True,0.02,0.41,5,2,2,positive
10547,2022-03-31,Bad Purchase,Decent product for the price. Rating: 5/5!!!,Toys,USA,False,59.21,0.43,5,6,7,positive
10548,2024-02-06,Best Buy, Excellent performance and great value. Rating: 3/5 ,Clothing,UK,True,15.89,0.31,3,5,9,neutral
10549,2021-07-20,Best Buy,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 4/5,Home,Germany,True,41.54,0.16,4,5,16,positive
10550,2022-11-26,Bad Purchase, This product is amazing and works perfectly. Rating: 4/5 ,Toys,USA,True,104.47,0.43,4,3,15,positive
10551,2023-03-12,Okay Item,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 5/5,Home,UK,True,10.75,0.24,5,3,15,positive
10552,2021-11-27,Bad Purchase,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 5/5,Toys,Germany,True,50.33,0.13,5,4,13,positive
10553,2024-06-01,Okay Item,"Average item, nothing special. Rating: 1/5!!!",Books,Singapore,True,79.15,0.18,1,2,15,negative
10554,2020-05-25,Worth It,Highly recommend this product. Rating: 2/5!!!,Clothing,India,True,54.77,0.02,2,7,16,negative
10555,2020-01-28,Worth It," I love this product, will buy again. Rating: 5/5 ",Sports,UK,True,59.33,0.14,5,9,14,positive
10556,2020-12-13,Worth It, Excellent performance and great value. Rating: 4/5 ,Beauty,Canada,True,17.8,0.41,4,6,6,positive
10557,2020-05-08,Worth It,This product is amazing and works perfectly. Rating: 2/5???,Beauty,Australia,True,69.9,0.32,2,0,7,negative
10558,2022-05-08,,Not worth the money at all. Rating: 4/5???,Clothing,,True,69.93,0.22,4,5,8,positive
10559,2022-07-02,Okay Item,"Average item, nothing special. Rating: 5/5 😊",Home,UK,True,32.6,0.33,5,10,18,positive
10560,2022-04-17,Okay Item,"I love this product, will buy again. Rating: 2/5 😊",Toys,Australia,True,26.6,0.19,2,7,15,negative
10561,2020-06-30,Great Product,Not worth the money at all. Rating: 5/5 😊,Books,Canada,True,56.47,0.03,5,5,8,positive
10562,2020-08-16,Okay Item,Highly  recommend  this  product.  Rating:  1/5,Home,India,True,36.94,0.05,1,6,12,negative
10563,2020-01-24,,Excellent performance and great value. Rating: 5/5 😊,Beauty,Canada,True,43.31,0.31,5,4,10,positive
10564,2022-11-22,Bad Purchase,"Average item, nothing special. Rating: 4/5 😊",Electronics,Germany,True,88.87,0.39,4,3,10,positive
10565,2023-10-22,Great Product,"Average item, nothing special. Rating: 3/5 😊",Toys,India,False,45.52,0.25,3,3,4,neutral
10566,2019-06-07,Okay Item," Average item, nothing special. Rating: 4/5 ",Home,,True,88.21,0.14,4,5,5,positive
10567,2021-10-24,Okay Item,Good  but  could  be  better.  Rating:  5/5,Clothing,Singapore,True,76.89,0.3,5,4,12,positive
10568,2019-06-16,Bad Purchase,"Terrible  build  quality,  broke  quickly.  Rating:  5/5",Home,,False,51.07,0.07,5,3,8,positive
10569,2023-01-31,Bad Purchase,"Average  item,  nothing  special.  Rating:  3/5",Books,Australia,True,17.14,0.36,3,3,16,neutral
10570,2021-08-17,Bad Purchase,,Beauty,Singapore,True,105.13,0.16,4,8,20,positive
10571,2020-02-13,Best Buy,"Terrible build quality, broke quickly. Rating: 4/5???",Books,Canada,True,140.93,0.5,4,3,5,positive
10572,2022-12-06,Bad Purchase,Highly recommend this product. Rating: 4/5???,Electronics,India,True,64.7,0.47,4,6,12,positive
10573,2022-05-12,Bad Purchase, Highly recommend this product. Rating: 5/5 ,Beauty,Australia,True,52.01,0.02,5,3,17,positive
10574,2019-07-13,Worth It,,Home,Singapore,True,47.09,0.11,1,8,13,negative
10575,2019-08-23,Bad Purchase,Good but could be better. Rating: 3/5 😊,Books,USA,False,71.31,0.36,3,6,17,neutral
10576,2020-12-18,Okay Item,DECENT PRODUCT FOR THE PRICE. RATING: 4/5,Home,Canada,False,13.37,0.44,4,6,14,positive
10577,2022-03-19,Best Buy,Not worth the money at all. Rating: 2/5 😊,Books,,True,29.88,0.09,2,4,9,negative
10578,2022-03-28,Best Buy,NOT WORTH THE MONEY AT ALL. RATING: 5/5,Home,Australia,True,94.68,0.04,5,3,12,positive
10579,2022-07-26,Bad Purchase,"I love this product, will buy again. Rating: 4/5 😊",Beauty,USA,True,61.54,0.06,4,5,10,positive
10580,2021-03-26,Okay Item,Decent product for the price. Rating: 4/5???,Books,Canada,True,14.94,0.31,4,3,13,positive
10581,2020-02-08,Bad Purchase,"I  love  this  product,  will  buy  again.  Rating:  5/5",Sports,India,True,44.2,0.28,5,4,5,positive
10582,2021-06-11,Bad Purchase,"Average item, nothing special. Rating: 4/5 😊",Books,Singapore,True,91.02,0.48,4,3,3,positive
10583,2020-11-08,Worth It,Highly  recommend  this  product.  Rating:  4/5,Electronics,UK,True,62.16,0.2,4,3,17,positive
10584,2022-08-27,Worth It,,Sports,USA,False,26.3,0.48,1,3,9,negative
